,Entropy
0,0.9362502497572448
1,0.9711266098911006
2,0.9489536142839993
3,0.9267406687298659
4,0.9288053750569526
5,0.9728623543880076
6,0.9241871203721544
7,0.9427302685424669
8,0.9514818971047393
9,0.935318986823838
10,0.9091771966560357
11,0.9271525418770535
12,0.7932535160781634
13,0.38899423678490064
14,0.37277668329615676
15,0.05645246220833244
16,0.8551436953375043
17,0.3551791278809008
18,0.66595761689612
19,0.42851157378153093
20,0.6366330750604875
21,0.27097462321390253
22,0.9591952341791569
23,0.6144575550445398
24,0.9732886266536122
25,0.419517085216372
26,0.06352118709942978
27,0.6038080637289786
28,0.3810013365964078
29,0.7733134822476729
30,0.5705331935508416
31,0.510709687670733
32,0.40343431312154354
33,0.42509378471214976
34,0.5293005827361953
35,0.189902380779972
36,0.3568074560135652
37,0.5660819121177595
38,0.9113057242539652
39,0.3856415537070099
40,0.9275927555830342
41,0.2574876347775321
42,0.5297467754389443
43,0.2750781566425837
44,0.6793574096966267
45,0.30675863491442246
46,0.343513922078152
47,0.2885199763292685
48,0.5038303569023511
49,0.7968726324409968
50,0.8646880913731675
51,0.43396871674665183
52,0.37217850008828257
53,0.13350426442149788
54,0.17035836936630755
55,0.4277757601511446
56,0.5272944129719895
57,0.9393627753756685
58,0.7122520177811632
59,0.765926444250869
60,0.6493350344898242
61,0.2053259653950249
62,0.6349631914461807
63,0.27547420685617663
64,0.3322819836941282
65,0.6462277451300847
66,0.47021953651596704
67,0.6402129971812153
68,0.18064568441759699
69,0.9699605175329479
70,0.3773262456482638
71,0.42622363814731645
72,0.3931354848670371
73,0.5738557743860396
74,0.553584010889144
75,0.49425426374686776
76,0.4602508473458681
77,0.55339797572548
78,0.43478302294984295
79,0.49084979769037484
80,0.7464748846653825
81,0.4515620272918536
82,0.301947413969736
83,0.36469142914530284
84,0.960239742327048
85,0.443440649536062
86,0.5865102739638289
87,0.7831210662430953
88,0.7666349042989068
89,0.7359793394303408
90,0.5461886389763596
91,0.3211797241249863
92,0.5026032672476385
93,0.29622024738138664
94,0.5668636974829221
95,0.6804519780653479
96,0.30441221218915915
97,0.9484356341563304
98,0.40524394245113926
99,0.43035359483245184
100,0.5265311510179517
101,0.9590732439232371
102,0.6131803139887316
103,0.4306664754575181
104,0.5059331359666742
105,0.3585131506163398
106,0.6452936864124136
107,0.5926841833851811
108,0.45400824845110266
109,0.9793180702786907
110,0.028240187244494175
111,0.9251138903456325
112,0.5586343731237161
113,0.5883293763484995
114,0.30522051677957573
115,0.9679488302902385
116,0.6637905968898875
117,0.5957691687880436
118,0.6535597916971166
119,0.3719190822995858
120,0.44230805526171746
121,0.5600020460405145
122,0.7695821702283699
123,0.9813606493086743
124,0.7875011120181549
125,0.4862428562816249
126,0.3150555746371211
127,0.7653421261217234
128,0.3510159663426007
129,0.0
130,0.4423813264544564
131,0.6931086426071958
132,0.3807282065844414
133,0.5763727035186067
134,0.4792859874655243
135,0.4945152518780974
136,0.47426623067288987
137,0.9526363437729398
138,0.4999581320179115
139,0.7865759503206723
140,0.5454077636247122
141,0.2616217768184411
142,0.6950899405489374
143,0.6324139455664536
144,0.5217738822525281
145,0.6022610421778861
146,0.8910063701566288
147,0.721536670335489
148,0.46155455754986907
149,0.9692439799025422
150,0.5315041967684141
151,0.8562418781908937
152,0.38838279296829237
153,0.3902474817979976
154,0.330293368936584
155,0.8029978415839961
156,0.5903164396827584
157,0.5663541911854849
158,0.380365175597713
159,0.44746201192767165
160,0.975149038350318
161,0.5678836059043116
162,0.5648554084385712
163,0.41446562171869894
164,0.8427609083067559
165,0.4772351034506538
166,0.5173633141454724
167,0.8634804432361202
168,0.04010902279575046
169,0.9061344209489818
170,0.46497398354573305
171,0.28117492257812016
172,0.49234156968280207
173,0.4929145355271142
174,0.6202947426399336
175,0.22326377898942407
176,0.9869341753057884
177,0.47581389290345666
178,0.41481192815332035
179,0.9511335517071596
180,0.24204666281286036
181,0.21040946053371434
182,0.3592445333179941
183,0.6928135167684711
184,0.3134794328910324
185,0.4449880455266265
186,0.490984577754881
187,0.5169360988118311
188,0.896754830162208
189,0.9756832546743032
190,0.3662297298182934
191,0.9545843892668514
192,0.5157599189769738
193,0.47435080656882167
194,0.4441361229446604
195,0.9228821077352086
196,0.5133331020473627
197,0.5075573335845521
198,0.9048895032570813
199,0.8637630231822752
200,0.6500690547465985
201,0.34985335785055227
202,0.8926449280363608
203,0.8669120336484623
204,0.40157312090408703
205,0.8562418781908937
206,0.8945775245116084
207,0.9293999162443668
208,0.6382868782953871
209,0.9679124954187194
210,0.9575178141232273
211,0.5852979983767314
212,0.9629302279876005
213,0.5448808509799702
214,0.48618922503053386
215,0.18103376365148227
216,0.8684464059047149
217,0.9486218420341713
218,0.9332204808505152
219,0.9129369630227143
220,0.969268689075104
221,0.7066995347778889
222,0.807303591339598
223,0.36822734809861457
224,0.4482452671815743
225,0.9706869919694302
226,0.5140373356845155
227,0.7288747709320321
228,0.4702200198948009
229,0.9377643127418415
230,0.917572386806525
231,0.2702444375069958
232,0.9333603780984628
233,0.4203782946771445
234,0.8929324511157563
235,0.9380941527560854
236,0.9564346107484584
237,0.6061939835128051
238,0.7473999249171538
239,0.9650814750564066
240,0.6303714523072174
241,0.5479053866715337
242,0.7013284298507169
243,0.9651829029357887
244,0.7611173003677233
245,0.8796312768328353
246,0.33501288217564507
247,0.572106522685606
248,0.6798519388857588
249,0.45560671806090125
250,0.3730945753977303
251,0.4508481895320552
252,0.2734592545364519
253,0.5998214394847109
254,0.6487276552432911
255,0.3273941358341129
256,0.94885539371231
257,0.9595551308691453
258,0.46683162614142015
259,0.7151872374478704
260,0.924542904133213
261,0.9622387013292067
262,0.42025909863470023
263,0.23689375663814838
264,0.9700325959074566
265,0.858626566213624
266,0.9018503610463838
267,0.38054731569110933
268,0.7740939382471569
269,0.6731016879662833
270,0.9544256544638366
271,0.8110762267911958
272,0.6750241793183055
273,0.9664207500209393
274,0.6350876581083532
275,0.14833941124615335
276,0.4815964863837775
277,0.6826028734023427
278,0.9346116848358054
279,0.5376561377466863
280,0.3133524512700401
281,0.9571478782458086
282,0.38912867390663763
283,0.9414123676462679
284,0.4489968883206058
285,0.4551600621267383
286,0.4912695582603751
287,0.4758466480524718
288,0.669481516762869
289,0.5782451077369221
290,0.8225742140368543
291,0.7903390085915759
292,0.6222886466785765
293,0.3573292960652821
294,0.8206591028001456
295,0.3853921249571379
296,0.8590376179873583
297,0.4643829985202156
298,0.840723385690766
299,0.79621334140864
300,0.41251609507457265
301,0.4398445552240374
302,0.5708742890257491
303,0.6692346346189332
304,0.5168454968476187
305,0.9637459902577937
306,0.5122801447477977
307,0.7304802272567944
308,0.5206389134613306
309,0.8119108487648902
310,0.6821566428896365
311,0.6137450817719851
312,0.8330126031795403
313,0.9356702217016347
314,0.10953331684471335
315,0.9750625278463422
316,0.4365329128176626
317,0.687512607087032
318,0.27458653146838097
319,0.20924906136455024
320,0.4118468611630167
321,0.7473233396195068
322,0.15970369270701934
323,0.3416089776728706
324,0.5189335140782337
325,0.42201747416096
326,0.9077819259271004
327,0.475742499171954
328,0.7749298756512927
329,0.4624662717341391
330,0.910539682269842
331,0.33723816240369553
332,0.9752588719883958
333,0.6543511986908103
334,0.38473256171380876
335,0.5952319791734936
336,0.07478080112235586
337,0.5678383248378106
338,0.5257597567391604
339,0.5084132754863334
340,0.6757766086468525
341,0.60351173276143
342,0.4639817462508232
343,0.8944886248940432
344,0.959523803116174
345,0.7991982765018418
346,0.9501507197832463
347,0.8080807232890114
348,0.913125013671216
349,0.918063414254591
350,0.8875865129597441
351,0.8586507067338817
352,0.945793477537492
353,0.9822596214360396
354,0.8711348477981552
355,0.9737635252064872
356,0.9664627406214318
357,0.9530907230422093
358,0.945728169565562
359,0.9543966725702718
360,0.9555349675942092
361,0.9790770977050115
362,0.9329437385988638
363,0.94893188762138
364,0.9880938581381339
365,0.9501407463054582
366,0.9683892063959906
367,0.936758018972338
368,0.9741990605580911
369,0.9501425873651003
370,0.9476479322682464
371,0.9702728639294221
372,0.9469969626110627
373,0.9818258240858383
374,0.9775608374226531
375,0.9644394899932
376,0.9543345162454396
377,0.939325708577217
378,0.9544627158491891
379,0.7567879555054075
380,0.8328871142531235
381,0.9674032250460199
382,0.7651465740111317
383,0.9844959118610238
384,0.8850698244921315
385,0.9544455823629673
386,0.993908531771646
387,0.8904496290975473
388,0.7957037132922512
389,0.9650013871718813
390,0.9642997124064835
391,0.8119361972613491
392,0.9714087906842944
393,0.9344510052614684
394,0.8567492250977976
395,0.9147554885777182
396,0.9360932028711998
397,0.950517191755521
398,0.9035671179360375
399,0.8085608709141409
400,0.8838226562217072
401,0.9110227190905446
402,0.9534999028608689
403,0.9672316923493963
404,0.9301872453489338
405,0.9160036602531739
406,0.9480046128586151
407,0.9247530657111166
408,0.9582116967649122
409,0.9802410185107894
410,0.9492936733893526
411,0.7773932235279989
412,0.8733472712966529
413,0.8030118150292015
414,0.8114460509365965
415,0.972635192892722
416,0.8197498158890478
417,0.9769189920802758
418,0.9598144241295835
419,0.8168258394019762
420,0.9695816191678138
421,0.9706494815945518
422,0.9833086838472612
423,0.9518858018349149
424,0.8542591248354962
425,0.908963342632852
426,0.9508975796397913
427,0.7851208745354651
428,0.7414069225754435
429,0.8775266319430374
430,0.7862209941530519
431,0.6569282946596623
432,0.716054690840494
433,0.8559797443170122
434,0.942950055236856
435,0.7239472818134031
436,0.7525056871903016
437,0.9516075131701199
438,0.9647343438217136
439,0.9619609673029358
440,0.9558920905805907
441,0.8651182489146972
442,0.7289920798925932
443,0.9479787885014564
444,0.9825561600535712
445,0.8552613976130198
446,0.7204095571038466
447,0.8211385499647131
448,0.893244178085368
449,0.957470536806963
450,0.823766505695717
451,0.9174643535960346
452,0.9416948294233992
453,0.8007264527053092
454,0.8883729557651744
455,0.8061620960323758
456,0.9574747459788829
457,0.964438023634027
458,0.9466593701788247
459,0.9601343553549321
460,0.9629842685793407
461,0.806156855905429
462,0.9560753942254817
463,0.801925766511408
464,0.8942882527569332
465,0.7207138650049097
466,0.7966618726688651
467,0.9530020515222887
468,0.9633494000570425
469,0.8421271686783877
470,0.818087239632146
471,0.874766277518234
472,0.8372527236973529
473,0.9275415514144917
474,0.8207505395587976
475,0.8218690974811246
476,0.8405217042705023
477,0.9666938476963921
478,0.876752790364041
479,0.9659566738492712
480,0.9610096465094838
481,0.9385389573025723
482,0.9578754129835342
483,0.7816508638371754
484,0.9651161877934683
485,0.7698059708454995
486,0.7454895236427682
487,0.9613678128043052
488,0.9872745269280229
489,0.7514863414360003
490,0.9564837549231452
491,0.9708197958073875
492,0.9327877046383347
493,0.9794344229266011
494,0.9309449058416274
495,0.7445810401605718
496,0.974584101808449
497,0.9736959258557168
498,0.9107303476828196
499,0.9405747957683325
500,0.9869212919857265
501,0.9772095819283771
502,0.9621680856196245
503,0.9363928226316268
504,0.9465731552120779
505,0.9907609714799798
506,0.9576084644290669
507,0.9417385874217156
508,0.8519366341423719
509,0.8904263763778361
510,0.9417862524760027
511,0.9582949499496808
512,0.9809374693136058
513,0.8696243970290048
514,0.8133441506254787
515,0.8160652206525562
516,0.7955725763982503
517,0.9126353796982108
518,0.8353489443052845
519,0.9184109567564976
520,0.9702932812157644
521,0.8856716374114814
522,0.9841846236701465
523,0.9478540945711581
524,0.7966295141451397
525,0.5255900781490955
526,0.9237559620836248
527,0.9147975697074234
528,0.9601265317668725
529,0.9453651781370002
530,0.9879164696469268
531,0.8687823738872916
532,0.9633847021220329
533,0.9339280985384985
534,0.9048060742407339
535,0.9736923801265468
536,0.927925297546485
537,0.9535707736140587
538,0.9274364781989347
539,0.9366877781454191
540,0.9187425260662648
541,0.9665055207478604
542,0.96732573033345
543,0.9604012242643952
544,0.8733475093247699
545,0.973521070417939
546,0.8929731402989455
