,laplacian
0,0.5540257671427282
1,-0.42021833338662334
2,-0.4955584223007473
3,-0.058288964982693925
4,0.7138547671288717
5,0.9444219772887584
6,-0.4629832820010489
7,-0.3574444247518268
8,-0.035218037600582015
9,-0.8356768990197834
10,-0.03620813615894145
11,-0.7141674825400584
12,0.5592923586518987
13,-0.19012144445265028
14,-0.4698567323075037
15,-0.06348073939215954
16,-0.6783055978892879
17,-0.3593762087583048
18,-0.18265219569183144
19,0.31379072779970923
20,-0.21418173400852336
21,-0.561631931458852
22,0.4313783102168163
23,0.008950085590433643
24,-0.4145079524551351
25,0.27150389639745176
26,-0.18940804314125445
27,-0.6692358093312637
28,0.8975560355613121
29,-0.8791536652322408
30,1.0122021177290683
31,-0.2430331550308553
32,-0.35572701611212204
33,0.09253556929790273
34,0.1765791002468671
35,-0.3012097083123333
36,0.20269830128374625
37,0.1449447473849438
38,0.04706818066763302
39,0.8071135427549841
40,0.08812647465748187
41,-0.4696647934606918
42,-0.0675003785857793
43,0.3132833799882805
44,-0.2510933750883897
45,0.1898018570107474
46,0.7300764029212368
47,-0.31864836272566205
48,0.2374958038156293
49,0.5692482172350956
50,0.9433962597270162
51,-0.4910946892861766
52,1.7382663175643422
53,0.23359638490992074
54,-0.5634776740041025
55,-0.15622912091946706
56,-0.07410715824010249
57,-1.0279469174437303
58,-0.3887722183054541
59,-0.2431552750398551
60,0.2570752820196632
61,-0.8581649035012953
62,-0.18242371184514686
63,-0.8255125680985571
64,0.29218608105683697
65,-0.18505610340888745
66,0.4509826292393641
67,0.07621272598494226
68,-0.4038497147162232
69,0.15811105681611948
70,-0.5414002661684335
71,-0.27415208821100423
72,-0.6031920179495828
73,0.19911499392949766
74,1.5812284006436776
75,-0.4293201968737692
76,0.3639752368348064
77,-0.4589791833690433
78,0.05614387555412359
79,-0.1165292508610347
80,0.23589938633241075
81,-0.3690473403772721
82,0.7033287243608808
83,-0.015321536722398471
84,0.8938475966122476
85,0.2667474018446008
86,0.21782763328211854
87,-0.7120625955672203
88,0.020190887366169703
89,-0.303737903615502
90,-0.13087739374359308
91,0.293820664134371
92,-0.4008198407924584
93,-0.335403236910964
94,-0.4172905738300233
95,-0.03289449094085988
96,0.12663870601501992
97,0.09872310703586844
98,-0.2879998550717977
99,-0.3299566192350025
100,-1.3024023867435437
101,-0.8992355790530238
102,0.20678323666894272
103,-0.3916576001059811
104,-0.2226156298664474
105,1.5045311134976649
106,-0.137905640057027
107,0.3632111577308478
108,-0.02796836002366815
109,1.2447567050485049
110,-0.3099400473574548
111,-1.2744759998028132
112,-0.8521245266331086
113,-0.09901174889354666
114,0.8289002441476383
115,1.2736462021979384
116,-0.187202609983634
117,-0.5759626373494879
118,1.1192126111244145
119,0.5980383539337225
120,0.2301651007338892
121,-0.1549247822393488
122,-0.14962946901231267
123,0.667761546574712
124,-0.41870051211557546
125,-0.2110156847256604
126,0.00504106232552394
127,-0.5829013757040349
128,0.4983896737941274
129,-1.0036787358211134
130,0.02666538704460961
131,-0.2949326939803456
132,0.4153608298491984
133,0.6160676898014872
134,0.7423356677804531
135,-0.15748258895828546
136,-0.038367245625738185
137,1.0660308219364605
138,-0.16813580739027195
139,-0.2898353510449224
140,-1.0746103544924497
141,-0.18259272388105105
142,-1.2762777181395344
143,0.06113618861817492
144,1.0259600828599598
145,-0.15144901115122006
146,0.3022843079630361
147,-0.9271219621667732
148,-0.8247829343739612
149,-0.029913116154886562
150,-0.4470743239362026
151,-0.6433385026075796
152,-0.3772537303405761
153,0.6391385749069776
154,-0.443716525307802
155,0.32568216459531096
156,-0.4683025093404054
157,0.4067132619443196
158,-0.3577638295829871
159,-0.015435679806039803
160,0.2669627455349024
161,0.18049514719326165
162,-0.8285467428418798
163,0.3497303436849092
164,1.1561686613393434
165,-0.10231153224340407
166,1.1060153115487126
167,-0.005995529737295424
168,0.9086289905757504
169,0.3349822102103245
170,-0.18306260551393536
171,-0.5902412874268872
172,0.20715577367495208
173,0.2430143978332977
174,1.2957115907305905
175,-0.7157637250590048
176,-0.7305291271322263
177,-0.03306088951968798
178,0.91161927082066
179,-0.48202542567852297
180,0.005408395364892198
181,-0.7696556347541115
182,0.4749897047383314
183,0.5699137792048714
184,0.12331966955328312
185,-0.7270499646889956
186,0.7620935683732896
187,-0.509617720008694
188,-0.2368939647115313
189,0.4932891943243995
190,0.4813872848113768
191,0.029357425410231862
192,-0.7124393136998448
193,-0.4393409714468692
194,-0.5846408364271082
195,-0.17974746230331634
196,-0.18026357348087435
197,-0.043212165431894066
198,0.4752409294068202
199,0.0908307041959872
200,0.08014415654590834
201,0.013105245694365806
202,-0.37496407513434893
203,-0.3621000802212215
204,-0.2570543280297323
205,-0.17581245627875133
206,-0.06600345717771157
207,-0.12180816648523347
208,0.8097909626405231
209,0.05243764834331687
210,-0.256175254859354
211,0.1583993366939722
